Similarity,Similarity-Flag,Valid-Page,Inavlid-Page
0.11043978747871508,0,valid-zy6rkupdx8j94f3o0s1bit.html,invalid-2j5i4eqrg813sovmkpwla.html
0.10369973196671023,0,valid-zy6rkupdx8j94f3o0s1bit.html,invalid-i5731dthnpqmxb8v0r.html
0.04409302218116362,0,valid-zy6rkupdx8j94f3o0s1bit.html,invalid-6kecdp78zfvqb9r1j.html
0.10058407108432887,0,valid-zy6rkupdx8j94f3o0s1bit.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.7767813641647404,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-cmqk3l70unth8owz4.html
0.33986640019354986,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.33910057378765934,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.4605855878641112,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.44460441916014415,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-8eub2m347cv9qrag5skjp.html
0.6530821474437698,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.3384786157694717,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-tkebw873sply5gjv.html
0.6726489477483426,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.04634494585411242,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.34253478961516237,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.43929731263544447,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-20zv1qbs97korhwmnt65x.html
0.33473962861297935,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-mjseaoku4zgif3b16t70w9.html
0.6876570174527659,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.7757507496609658,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.3361615022459443,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-few71jn2mlbiysg.html
0.48969552506526115,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.49521494312730896,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-8c62iq75ur3ybtkf9hd.html
0.43120176225915285,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-xdm38nhlkof2tvaru.html
0.31925687333182184,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.3338561130083775,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.43559429700384256,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.4094076879356878,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.4763084570673719,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-2j5i4eqrg813sovmkpwla.html
0.47748824713379867,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-i5731dthnpqmxb8v0r.html
0.48172691554723135,0,valid-zlaj7e3iwmhc2q8xk6.html,invalid-6kecdp78zfvqb9r1j.html
0.5109004731715308,1,valid-zlaj7e3iwmhc2q8xk6.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.42565369711811785,0,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-cmqk3l70unth8owz4.html
0.7478692614210922,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.7470184414058458,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.7690076950722435,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.7244744332704784,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-8eub2m347cv9qrag5skjp.html
0.05081532208161599,0,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.7827609506400056,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-tkebw873sply5gjv.html
0.08418754887404745,0,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.19907375941179872,0,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.750800506188931,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.8086289605929441,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-20zv1qbs97korhwmnt65x.html
0.8760790594034825,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-mjseaoku4zgif3b16t70w9.html
0.5675899889211946,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.3629372440303251,0,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.8654234441059868,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-few71jn2mlbiysg.html
0.702100116104371,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.8005181978664457,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-8c62iq75ur3ybtkf9hd.html
0.72929408851235,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-xdm38nhlkof2tvaru.html
0.972293579225357,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.8730864915432567,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.8426448044902285,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.7944099307589856,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.7816065332222749,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-2j5i4eqrg813sovmkpwla.html
0.7747149804053528,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-i5731dthnpqmxb8v0r.html
0.7081753746594297,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-6kecdp78zfvqb9r1j.html
0.7184923923503292,1,valid-lewm6iyod9thn7xrvqs3u5pf.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.7479708266577894,1,valid-r7dlgk30f5ozvnx.html,invalid-cmqk3l70unth8owz4.html
0.22293259810790766,0,valid-r7dlgk30f5ozvnx.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.22192285697092828,0,valid-r7dlgk30f5ozvnx.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.35027804876493307,0,valid-r7dlgk30f5ozvnx.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.2972501132579537,0,valid-r7dlgk30f5ozvnx.html,invalid-8eub2m347cv9qrag5skjp.html
0.49383854969312135,0,valid-r7dlgk30f5ozvnx.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.24098562696253367,0,valid-r7dlgk30f5ozvnx.html,invalid-tkebw873sply5gjv.html
0.4994958835327715,0,valid-r7dlgk30f5ozvnx.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.41439380900602363,0,valid-r7dlgk30f5ozvnx.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.2264626515978755,0,valid-r7dlgk30f5ozvnx.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.3531596974841389,0,valid-r7dlgk30f5ozvnx.html,invalid-20zv1qbs97korhwmnt65x.html
0.29144561524456014,0,valid-r7dlgk30f5ozvnx.html,invalid-mjseaoku4zgif3b16t70w9.html
0.45311197358871913,0,valid-r7dlgk30f5ozvnx.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.609735760545971,1,valid-r7dlgk30f5ozvnx.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.2863126127395038,0,valid-r7dlgk30f5ozvnx.html,invalid-few71jn2mlbiysg.html
0.32771600822818614,0,valid-r7dlgk30f5ozvnx.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.45376339345144423,0,valid-r7dlgk30f5ozvnx.html,invalid-8c62iq75ur3ybtkf9hd.html
0.2876077273215927,0,valid-r7dlgk30f5ozvnx.html,invalid-xdm38nhlkof2tvaru.html
0.3367259724255358,0,valid-r7dlgk30f5ozvnx.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.28897591543369383,0,valid-r7dlgk30f5ozvnx.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.3813257659671261,0,valid-r7dlgk30f5ozvnx.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.3088148912449733,0,valid-r7dlgk30f5ozvnx.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.3788177571569151,0,valid-r7dlgk30f5ozvnx.html,invalid-2j5i4eqrg813sovmkpwla.html
0.37352473251494467,0,valid-r7dlgk30f5ozvnx.html,invalid-i5731dthnpqmxb8v0r.html
0.3236355649360775,0,valid-r7dlgk30f5ozvnx.html,invalid-6kecdp78zfvqb9r1j.html
0.38647377306405195,0,valid-r7dlgk30f5ozvnx.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.6960489785045891,1,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-cmqk3l70unth8owz4.html
0.20213037059120964,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.20141676134260977,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.317065660648122,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.30052633746716406,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-8eub2m347cv9qrag5skjp.html
0.8109826409433265,1,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.20102723450636295,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-tkebw873sply5gjv.html
0.8023346110372878,1,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.050663536738531634,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.20462122430125418,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.2974909249269727,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-20zv1qbs97korhwmnt65x.html
0.20010492685653014,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-mjseaoku4zgif3b16t70w9.html
0.5330727663593262,1,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.705772483574499,1,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.20099431239020327,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-few71jn2mlbiysg.html
0.3432448929831887,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.35660347920271473,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-8c62iq75ur3ybtkf9hd.html
0.2878706402325293,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-xdm38nhlkof2tvaru.html
0.19118396136690952,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.19914744136183415,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.29641901613833554,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.26805079444811797,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.33258869131291435,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-2j5i4eqrg813sovmkpwla.html
0.3333179193374609,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-i5731dthnpqmxb8v0r.html
0.33567702956816314,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-6kecdp78zfvqb9r1j.html
0.36707570322938154,0,valid-qzikg8os7m3tjex5ch0ulvb4d16nf.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.4883232827170202,0,valid-uwgpan9sc705ih41q8lr.html,invalid-cmqk3l70unth8owz4.html
0.005593487306305489,0,valid-uwgpan9sc705ih41q8lr.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.004730577067569852,0,valid-uwgpan9sc705ih41q8lr.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.11313040628264259,0,valid-uwgpan9sc705ih41q8lr.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.06461397140488867,0,valid-uwgpan9sc705ih41q8lr.html,invalid-8eub2m347cv9qrag5skjp.html
0.4490466939825888,0,valid-uwgpan9sc705ih41q8lr.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.02317605673757339,0,valid-uwgpan9sc705ih41q8lr.html,invalid-tkebw873sply5gjv.html
0.43177695805948413,0,valid-uwgpan9sc705ih41q8lr.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.5314880766158514,1,valid-uwgpan9sc705ih41q8lr.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.00861461966007604,0,valid-uwgpan9sc705ih41q8lr.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.11775764622719476,0,valid-uwgpan9sc705ih41q8lr.html,invalid-20zv1qbs97korhwmnt65x.html
0.07412435656877059,0,valid-uwgpan9sc705ih41q8lr.html,invalid-mjseaoku4zgif3b16t70w9.html
0.2031220251896374,0,valid-uwgpan9sc705ih41q8lr.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.39881636659673725,0,valid-uwgpan9sc705ih41q8lr.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.0686136851572191,0,valid-uwgpan9sc705ih41q8lr.html,invalid-few71jn2mlbiysg.html
0.08982289517594,0,valid-uwgpan9sc705ih41q8lr.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.20800892551648031,0,valid-uwgpan9sc705ih41q8lr.html,invalid-8c62iq75ur3ybtkf9hd.html
0.05672742068030867,0,valid-uwgpan9sc705ih41q8lr.html,invalid-xdm38nhlkof2tvaru.html
0.12530469769695318,0,valid-uwgpan9sc705ih41q8lr.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.0717915713645596,0,valid-uwgpan9sc705ih41q8lr.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.14575010480589745,0,valid-uwgpan9sc705ih41q8lr.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.07885875570208611,0,valid-uwgpan9sc705ih41q8lr.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.13808726024256768,0,valid-uwgpan9sc705ih41q8lr.html,invalid-2j5i4eqrg813sovmkpwla.html
0.13295979432967464,0,valid-uwgpan9sc705ih41q8lr.html,invalid-i5731dthnpqmxb8v0r.html
0.08649137143720509,0,valid-uwgpan9sc705ih41q8lr.html,invalid-6kecdp78zfvqb9r1j.html
0.1449953899797113,0,valid-uwgpan9sc705ih41q8lr.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.37841092288398503,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-cmqk3l70unth8owz4.html
0.005714950240793715,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.004892379472397956,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.0968220475363546,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.04403357948144093,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-8eub2m347cv9qrag5skjp.html
0.2640181370112835,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.02793653596725687,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-tkebw873sply5gjv.html
0.25597982299899136,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.7337329928907436,1,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.008594573995432842,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.10933637487929504,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-20zv1qbs97korhwmnt65x.html
0.09110865316551253,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-mjseaoku4zgif3b16t70w9.html
0.1317103595484912,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.2814918926639902,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.08401612890120747,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-few71jn2mlbiysg.html
0.059982969846523404,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.19534759236493027,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-8c62iq75ur3ybtkf9hd.html
0.038779948844968604,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-xdm38nhlkof2tvaru.html
0.15711443047803797,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.08858826612888715,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.1432554604856987,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.07264531676476027,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.12139952206409099,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-2j5i4eqrg813sovmkpwla.html
0.11504438788110039,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-i5731dthnpqmxb8v0r.html
0.05853460333448102,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-6kecdp78zfvqb9r1j.html
0.11690875144529322,0,valid-p8xe2qwhlgnya1crk0ot7b6jus59i3.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.7358587647716831,1,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-cmqk3l70unth8owz4.html
0.2548896545792233,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.2541535468664763,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.37242692209885453,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
0.35592275885349334,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-8eub2m347cv9qrag5skjp.html
0.74878667629019,1,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-pj5ezv94yn7tu2x0biwchq8s13molk6df.html
0.2537019282768993,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-tkebw873sply5gjv.html
0.7553975352132398,1,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-tzj1kdx85gpnmfe3yauqv09h4iborw.html
0.049603671711952124,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-5lzks4ytpg9dwv0h8cj372oin6mxbua.html
0.25745738257280415,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-5kzgd4c1ve07oufm8tlhjwq2ra96ib3ns.html
0.35216345374902036,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-20zv1qbs97korhwmnt65x.html
0.25184529703034864,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-mjseaoku4zgif3b16t70w9.html
0.5929537427431582,1,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-wfa9yp13on0lsc8vudb425hetrimgzxjq6.html
0.7424161229767174,1,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-9vkwruo47jgnceb5ylf0m123.html
0.25291966784251496,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-few71jn2mlbiysg.html
0.39963634363009115,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-9difky5n0cbxoustqh6wevr4p8la1.html
0.410555751756284,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-8c62iq75ur3ybtkf9hd.html
0.3429541123743006,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-xdm38nhlkof2tvaru.html
0.2406226813270499,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-fuqonatxb8ipkcvdlsgj72w51r036ym9zh.html
0.25090660760478534,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-lan7h3gsk5yw80rtdie2o9q4zpuv.html
0.3502183619692716,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-juwm92e0kc8s4lbda6gz3vrt.html
0.32240623150863035,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-13cuzv4oxfawyj7rshnp2kdbe8qg0m95i6.html
0.3880790950785824,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-2j5i4eqrg813sovmkpwla.html
0.3889587318329776,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-i5731dthnpqmxb8v0r.html
0.39190256268737256,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-6kecdp78zfvqb9r1j.html
0.4228262787687279,0,valid-918of6via3tqym2uw4skepgr7bzncdjlx05h.html,invalid-t23l8qprdfw7zb0jm5x1a.html
0.5030518217010638,1,valid-uphmwg3lcsb0q6vf4entxzro9iay.html,invalid-cmqk3l70unth8owz4.html
0.03690384030333593,0,valid-uphmwg3lcsb0q6vf4entxzro9iay.html,invalid-wl0qt3g9b65f7pmecri42ujnvhzyx8dka.html
0.03591869612075993,0,valid-uphmwg3lcsb0q6vf4entxzro9iay.html,invalid-0598vw6lfcgehunodbr7qyt34asxjkm1pzi2.html
0.14960412249209587,0,valid-uphmwg3lcsb0q6vf4entxzro9iay.html,invalid-pnwhio26zq7crg5yf3uav98m1lb4dsx.html
